Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS
Male,37.084742,1.75,118.07381,yes,yes,2.133964,3.0,Sometimes,no,2.008361,no,0.202029,0.200516,Sometimes,Automobile
Female,22.926352,1.715597,50.0,yes,yes,2.449267,3.647154,Frequently,no,1.266018,no,0.866045,0.097234,no,Public_Transportation
Female,26.0,1.631856,110.804337,yes,yes,3.0,3.0,Sometimes,no,2.70485,no,0.0,0.243338,Sometimes,Public_Transportation
Female,26.0,1.622397,110.79263,yes,yes,3.0,3.0,Sometimes,no,2.704507,no,0.0,0.29499,Sometimes,Public_Transportation
Female,28.824194,1.7,78.0,yes,yes,3.0,3.0,Sometimes,no,2.147074,no,1.416076,1.0,Frequently,Automobile
Female,19.821996,1.653431,75.090439,yes,no,2.766036,2.443812,Sometimes,no,2.707927,no,0.702839,0.827439,Sometimes,Public_Transportation
Female,21.243142,1.598019,44.845655,no,no,3.0,1.72626,Frequently,no,2.444125,no,1.31817,0.0,no,Public_Transportation
Male,22.0,1.72,68.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation
Female,21.0,1.55,49.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,3.0,1.0,Sometimes,Public_Transportation
Female,19.0,1.559567,42.12617,no,yes,3.0,1.989398,Sometimes,no,2.241607,no,0.206025,0.284453,no,Public_Transportation
Female,18.120739,1.807576,152.567671,yes,yes,3.0,3.0,Sometimes,no,2.164718,no,1.999631,0.941336,Sometimes,Public_Transportation
Male,26.787842,1.817641,87.107317,no,yes,2.971588,2.743277,Sometimes,no,1.394883,no,2.0,0.470243,no,Automobile
Male,17.0,1.7,70.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,2.0,Sometimes,Walking
Female,18.907514,1.65,82.01831,yes,yes,3.0,3.0,Sometimes,no,1.0,no,0.215187,1.195929,no,Public_Transportation
Female,34.799519,1.689141,50.0,yes,yes,2.652779,3.804944,Frequently,no,1.60114,no,0.174692,0.096982,no,Public_Transportation
Male,18.721041,1.775626,80.113493,yes,yes,1.687569,2.756405,Sometimes,no,2.079131,no,2.931527,0.68173,no,Public_Transportation
Female,26.0,1.640606,111.036881,yes,yes,3.0,3.0,Sometimes,no,2.709428,no,0.0,0.228486,Sometimes,Public_Transportation
Male,25.955361,1.830384,105.479313,yes,yes,3.0,3.0,Sometimes,no,2.480277,no,1.796779,1.596562,Sometimes,Public_Transportation
Male,18.128206,1.778447,80.273807,yes,yes,1.570089,3.0,Sometimes,no,2.0,no,2.707882,0.0,no,Public_Transportation
Male,20.9859,1.780503,103.189532,yes,yes,2.0,3.0,Sometimes,no,1.608128,no,0.478134,0.0,no,Public_Transportation
Female,30.0,1.65,71.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation
Male,19.337404,1.859927,87.105828,yes,yes,2.21232,4.0,Sometimes,no,2.374044,no,2.0,0.622638,Sometimes,Public_Transportation
Male,26.358919,1.755317,82.228794,yes,yes,1.94313,3.559841,Sometimes,no,2.367996,no,0.23553,0.879977,Sometimes,Public_Transportation
Male,17.0,1.8,97.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,1.0,Sometimes,Walking
Female,32.383858,1.640688,46.655622,yes,yes,3.0,3.11158,Frequently,no,2.721769,no,1.44287,0.0,no,Public_Transportation
Female,18.48207,1.7,50.0,no,yes,1.592183,3.535016,Sometimes,no,1.086391,no,0.618913,1.0,Sometimes,Public_Transportation
Male,18.128249,1.699437,52.08657,yes,yes,2.853513,3.0,Sometimes,no,2.0,no,0.680464,1.258881,Sometimes,Public_Transportation
Male,20.491475,1.975663,120.702935,yes,yes,2.0,3.0,Sometimes,no,3.0,no,0.767013,1.0,Sometimes,Public_Transportation
Female,27.14823,1.660446,49.558304,yes,yes,2.004146,3.443456,Frequently,no,2.020764,no,1.078719,1.26729,no,Public_Transportation
Male,19.0,1.69,60.0,no,yes,2.0,3.0,Always,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation
Male,22.336216,1.785718,105.055686,yes,yes,2.253707,3.0,Sometimes,no,2.524432,no,0.58216,0.175694,Sometimes,Public_Transportation
Female,25.540865,1.668709,104.754958,yes,yes,3.0,3.0,Sometimes,no,1.412049,no,0.143955,0.753077,Sometimes,Public_Transportation
Female,16.611837,1.830068,43.534531,no,yes,2.945967,3.0,Sometimes,no,2.953192,no,2.830911,1.466667,Sometimes,Public_Transportation
Female,21.700748,1.789555,137.767787,yes,yes,3.0,3.0,Sometimes,no,2.832659,no,1.505775,0.923005,Sometimes,Public_Transportation
Male,24.408805,1.779547,118.740035,yes,yes,2.736298,2.992903,Sometimes,no,2.045561,no,0.854957,0.428452,Sometimes,Public_Transportation
Female,26.0,1.622703,111.216192,yes,yes,3.0,3.0,Sometimes,no,2.707201,no,0.0,0.167272,Sometimes,Public_Transportation
Male,25.994746,1.811602,106.042142,yes,yes,3.0,3.0,Sometimes,no,2.858171,no,1.813318,0.680215,Sometimes,Public_Transportation
Male,32.867331,1.697421,103.017623,yes,yes,2.600217,2.175153,Sometimes,no,1.0,no,1.985536,0.0,no,Public_Transportation
Male,23.0,1.791415,105.138073,yes,yes,2.262171,3.0,Sometimes,no,2.03415,no,0.317363,0.508663,Sometimes,Public_Transportation
Male,21.0,1.8,72.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation
Female,20.871667,1.782453,137.852618,yes,yes,3.0,3.0,Sometimes,no,2.748909,no,1.989171,0.832515,Sometimes,Public_Transportation
Female,20.820455,1.547066,67.473282,yes,no,2.303656,3.0,Sometimes,no,1.163111,no,1.926381,1.119877,no,Public_Transportation
Male,20.0,1.87,75.0,no,yes,2.0,3.0,Frequently,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation
Male,16.0,1.82,71.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation
Male,30.870724,1.670774,101.626189,yes,yes,2.907744,3.990925,Sometimes,no,1.0,no,1.99975,0.0,no,Public_Transportation
Male,21.624552,1.790151,106.320686,yes,yes,2.490776,3.0,Sometimes,no,2.654517,no,0.112454,0.756339,Sometimes,Public_Transportation
Male,18.900253,1.750359,79.828725,yes,yes,2.0,2.228113,Sometimes,no,2.045004,no,1.293665,0.961806,Frequently,Public_Transportation
Male,30.722801,1.779325,120.751656,yes,yes,2.519592,3.0,Sometimes,no,2.229145,no,0.350717,1.140348,Sometimes,Automobile
Male,34.0,1.78,73.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,3.0,1.0,Sometimes,Automobile
Female,21.0,1.55,57.0,no,yes,2.0,4.0,Frequently,no,2.0,yes,2.0,0.0,Sometimes,Automobile
Male,29.881301,1.758189,108.721893,yes,yes,3.0,3.0,Sometimes,no,1.271178,no,1.944728,0.0,Sometimes,Automobile
Female,23.469538,1.507106,64.814109,yes,no,2.252472,3.986652,Sometimes,no,2.0,no,0.934286,0.890626,no,Public_Transportation
Male,18.0,1.72,53.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,2.0,Sometimes,Public_Transportation
Male,17.729923,1.732862,51.216463,no,yes,2.051283,2.645858,Sometimes,no,2.35752,no,0.291309,0.897942,Sometimes,Public_Transportation
Female,21.022206,1.73995,135.693381,yes,yes,3.0,3.0,Sometimes,no,1.663213,no,1.094035,0.786665,Sometimes,Public_Transportation
Male,19.443639,1.744733,87.27989,yes,yes,2.442536,3.0,Sometimes,no,2.825629,no,3.0,0.0,Sometimes,Public_Transportation
Male,38.297259,1.789109,100.066268,yes,yes,2.014194,2.050121,Sometimes,no,2.184707,no,2.000561,0.853891,Frequently,Automobile
Male,21.963457,1.697228,75.5771,yes,yes,2.204914,3.623364,Sometimes,no,1.815293,no,0.989316,0.0,Sometimes,Public_Transportation
Male,19.703095,1.704141,78.790936,yes,no,1.650505,3.0,Sometimes,no,2.0,no,1.73234,1.0,Sometimes,Public_Transportation
Male,25.124595,1.77151,113.207124,yes,yes,1.457758,3.0,Sometimes,no,2.020249,no,1.556709,0.00133,Sometimes,Public_Transportation
Male,31.540751,1.828092,91.495718,yes,yes,2.0,2.698883,Sometimes,no,2.035104,no,0.598438,0.017016,Sometimes,Automobile
Male,19.993154,1.762073,55.511075,yes,yes,2.0,4.0,Sometimes,no,2.542415,no,2.0,1.807465,no,Automobile
Female,24.0,1.77,76.0,no,no,2.0,3.0,Sometimes,no,3.0,no,1.0,1.0,Sometimes,Walking
Male,25.057878,1.763987,113.069667,yes,yes,1.412566,3.0,Sometimes,no,2.002495,no,1.592795,0.001867,Sometimes,Public_Transportation
Female,17.0,1.56,51.0,no,yes,3.0,3.0,Sometimes,no,1.0,no,0.0,2.0,no,Public_Transportation
Male,18.0,1.707259,50.664459,yes,yes,1.786841,3.0,Sometimes,no,1.546856,no,0.512094,1.608265,Sometimes,Public_Transportation
Male,18.164768,1.694265,52.0,yes,yes,3.0,3.0,Frequently,no,2.0,no,0.819682,1.0,no,Public_Transportation
Female,26.0,1.640535,111.555967,yes,yes,3.0,3.0,Sometimes,no,2.634342,no,0.0,0.178301,Sometimes,Public_Transportation
Female,23.0,1.66,60.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Public_Transportation
Female,19.0,1.51,59.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,1.0,2.0,Sometimes,Walking
Male,21.793724,1.75463,89.068227,yes,yes,2.0,2.041558,Sometimes,no,2.38725,no,0.813917,0.0,Sometimes,Public_Transportation
Male,23.0,1.74,53.0,no,yes,2.0,3.0,Frequently,no,1.0,no,3.0,2.0,no,Public_Transportation
Female,25.498965,1.68395,104.846817,yes,yes,3.0,3.0,Sometimes,no,1.241378,no,0.259427,0.852362,Sometimes,Public_Transportation
Male,18.038422,1.698914,51.692272,yes,yes,2.824559,3.0,Sometimes,no,2.0,no,0.533309,1.099764,Sometimes,Public_Transportation
Female,18.0,1.56,55.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Frequently,Automobile
Female,22.0,1.67,50.0,yes,no,3.0,3.0,no,no,3.0,yes,2.0,1.0,Sometimes,Public_Transportation
Male,30.451174,1.758539,111.950413,yes,yes,1.067909,3.656401,Sometimes,no,1.98459,no,0.054238,0.0,Sometimes,Automobile
Female,26.0,1.600762,105.448264,yes,yes,3.0,3.0,Sometimes,no,1.031354,no,0.0,0.37465,Sometimes,Public_Transportation
Female,25.291974,1.684768,104.821175,yes,yes,3.0,3.0,Sometimes,no,1.444379,no,0.224482,0.912187,Sometimes,Public_Transportation
Male,22.906886,1.81955,120.775439,yes,yes,2.636719,2.806341,Sometimes,no,1.967591,no,1.525384,0.315595,Sometimes,Public_Transportation
Female,26.0,1.62495,111.00492,yes,yes,3.0,3.0,Sometimes,no,2.704315,no,0.0,0.322666,Sometimes,Public_Transportation
Male,28.39124,1.81006,87.286783,no,yes,3.0,3.0,Sometimes,no,1.205633,no,2.0,0.0,no,Automobile
Male,25.100513,1.830596,118.424156,yes,yes,1.455602,3.0,Sometimes,no,2.363307,no,1.144683,0.101026,Sometimes,Public_Transportation
Female,28.830558,1.7,78.0,yes,yes,3.0,3.0,Sometimes,no,1.699971,no,1.727114,1.0,Frequently,Automobile
Male,23.454558,1.754218,117.384745,yes,yes,1.617093,3.0,Sometimes,no,2.0,no,1.818052,0.631825,Sometimes,Public_Transportation
Female,31.166572,1.680858,71.81338,yes,yes,2.048216,3.0,Sometimes,no,1.305816,no,0.170452,0.276806,Sometimes,Automobile
Female,19.0,1.5,50.0,no,yes,2.0,3.0,Frequently,no,1.0,no,0.0,2.0,Sometimes,Public_Transportation
Female,19.0,1.65,82.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation
Male,19.623574,1.818226,85.833029,yes,yes,2.954996,3.714833,Sometimes,no,2.430918,no,2.545931,0.469735,Sometimes,Public_Transportation
Female,23.426036,1.739991,133.485478,yes,yes,3.0,3.0,Sometimes,no,2.837797,no,1.343875,0.803156,Sometimes,Public_Transportation
Female,21.680123,1.749118,133.955091,yes,yes,3.0,3.0,Sometimes,no,2.827773,no,1.412357,0.901071,Sometimes,Public_Transportation
Male,32.707653,1.695347,102.810704,yes,yes,2.795086,2.129909,Sometimes,no,1.0,no,1.989316,0.0,no,Public_Transportation
Female,21.785351,1.675054,49.945233,yes,yes,2.929889,3.0,Frequently,no,2.792074,no,0.630944,1.366355,no,Public_Transportation
Male,21.142432,1.855353,86.413388,yes,yes,2.0,3.0,Sometimes,no,1.345298,no,1.097905,1.0,Sometimes,Public_Transportation
Female,16.913841,1.634832,85.803809,yes,yes,2.061969,3.0,Sometimes,no,1.229171,no,2.392047,1.256119,no,Public_Transportation
Female,25.96773,1.603404,105.031908,yes,yes,3.0,3.0,Sometimes,no,1.919473,no,0.027101,0.546137,Sometimes,Public_Transportation
Female,26.0,1.621245,111.267334,yes,yes,3.0,3.0,Sometimes,no,2.605685,no,0.0,0.199227,Sometimes,Public_Transportation
Male,18.0,1.74,64.0,yes,yes,3.0,4.0,Sometimes,no,1.0,yes,2.0,0.0,Sometimes,Public_Transportation
Male,22.0,1.65,56.0,no,no,3.0,3.0,Sometimes,no,3.0,no,2.0,0.0,Sometimes,Public_Transportation
Male,18.0,1.755823,52.331172,no,yes,2.596364,3.0,Sometimes,no,2.0,no,0.281734,1.488372,Sometimes,Public_Transportation
Female,40.0,1.55,62.0,yes,no,3.0,3.0,Sometimes,no,3.0,no,0.0,0.0,Sometimes,Automobile
Female,37.974483,1.560215,80.0,yes,yes,2.569075,2.463113,Sometimes,no,1.567366,no,0.359134,0.0,Sometimes,Automobile
Female,19.374207,1.632605,82.0,yes,yes,2.805512,2.880817,Sometimes,no,1.001307,no,0.0,1.376597,Sometimes,Public_Transportation
Female,19.012872,1.742062,133.779919,yes,yes,3.0,3.0,Sometimes,no,2.70196,no,1.465909,0.813235,Sometimes,Public_Transportation
Male,22.717249,1.708071,75.0,yes,yes,2.714447,3.0,Sometimes,no,3.0,no,1.096818,1.89388,Sometimes,Public_Transportation
Female,19.504696,1.590317,42.367615,no,no,2.959658,3.0,Frequently,no,1.0,no,1.522399,0.0,Sometimes,Public_Transportation
Male,26.050109,1.773115,115.089316,yes,yes,2.392179,3.0,Sometimes,no,2.16467,no,1.079934,1.073026,Sometimes,Public_Transportation
Female,24.196367,1.697421,114.482386,yes,yes,3.0,3.0,Sometimes,no,2.909675,no,0.360908,0.573887,Sometimes,Public_Transportation
Male,24.825398,1.796332,120.901591,yes,yes,2.195964,3.0,Sometimes,no,2.514872,no,1.664722,0.127673,Sometimes,Public_Transportation
Female,18.198322,1.543338,71.799982,yes,no,3.0,3.087119,Sometimes,no,2.0,no,1.403872,1.0,no,Public_Transportation
Male,22.675679,1.823765,96.945262,yes,yes,1.588782,2.601675,Sometimes,no,2.469469,no,1.736538,1.886855,Sometimes,Public_Transportation
Male,18.0,1.781543,50.869704,no,yes,2.052932,3.0,Sometimes,no,2.0,no,0.520408,1.0,Sometimes,Public_Transportation
Female,21.071195,1.616467,68.77185,yes,yes,1.452524,3.950553,no,no,2.109858,no,0.508847,1.194633,Sometimes,Public_Transportation
Male,18.0,1.74,64.0,no,no,3.0,3.0,Sometimes,no,2.0,yes,0.0,1.0,no,Public_Transportation
Male,19.0,1.78,81.0,yes,no,1.0,3.0,Sometimes,no,2.0,no,3.0,0.0,no,Bike
Male,23.0,1.8,60.0,yes,no,2.0,3.0,no,no,3.0,no,0.0,1.0,Sometimes,Public_Transportation
Female,18.233541,1.792378,137.859737,yes,yes,3.0,3.0,Sometimes,no,2.838893,no,1.990317,0.735868,Sometimes,Public_Transportation
Male,30.350516,1.860292,123.721352,yes,yes,2.002784,3.0,Sometimes,no,2.292906,no,1.034031,0.0,Sometimes,Automobile
Female,18.0,1.64,56.0,yes,yes,3.0,3.0,Frequently,no,1.0,yes,1.0,1.0,no,Public_Transportation
Male,17.000752,1.822084,58.443049,yes,yes,2.559571,3.047959,Sometimes,no,2.0,no,2.011646,0.588994,no,Automobile
Male,21.086512,1.863685,89.558854,yes,yes,2.0,3.0,Sometimes,no,1.005727,no,0.0,0.798219,Sometimes,Public_Transportation
Male,17.0,1.8,68.0,yes,no,2.0,3.0,Sometimes,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation
Male,19.0,1.89,87.0,no,yes,2.0,4.0,Frequently,no,2.0,no,3.0,1.0,Frequently,Automobile
Male,18.0,1.72,55.0,no,yes,2.0,4.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation
Male,23.327836,1.754439,119.441207,yes,yes,1.893428,3.0,Sometimes,no,2.0,no,1.917383,0.93648,Sometimes,Public_Transportation
Male,24.622054,1.756509,117.368716,yes,yes,1.451337,3.0,Sometimes,no,2.0,no,1.384607,0.631217,Sometimes,Public_Transportation
Female,20.400053,1.529724,40.343463,no,yes,2.703436,2.884479,Sometimes,no,1.439962,no,0.144627,0.322307,Sometimes,Public_Transportation
Female,32.0,1.57,57.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Automobile
Male,25.058566,1.764484,113.234349,yes,yes,1.517912,3.0,Sometimes,no,2.038958,no,1.590255,0.00164,Sometimes,Public_Transportation
Female,24.361936,1.73945,133.346641,yes,yes,3.0,3.0,Sometimes,no,2.852339,no,1.139107,0.586035,Sometimes,Public_Transportation
Female,38.0,1.55,59.0,yes,no,3.0,3.0,Sometimes,no,1.0,no,2.0,1.0,Frequently,Automobile
Female,26.0,1.613574,107.012256,yes,yes,3.0,3.0,Sometimes,no,2.678779,no,0.0,0.508848,Sometimes,Public_Transportation
Female,19.300435,1.739354,49.649613,no,yes,3.0,3.754599,Sometimes,no,1.692112,no,2.0,1.0,Sometimes,Public_Transportation
Female,37.0,1.5,75.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,0.0,0.0,Sometimes,Motorbike
Male,17.491272,1.834637,59.990861,yes,yes,2.943749,4.0,Sometimes,no,2.0,no,2.0,0.128895,no,Automobile
Male,18.0,1.76,69.5,no,no,3.0,3.0,Frequently,no,3.0,no,2.0,2.0,no,Public_Transportation
Male,23.335391,1.71338,82.085549,yes,yes,2.716909,2.598079,Sometimes,no,2.90545,no,1.600431,0.176892,Sometimes,Public_Transportation
Male,19.741202,1.816783,86.522799,yes,yes,2.0,3.0,Sometimes,no,2.177386,no,0.336814,0.004813,Sometimes,Public_Transportation
Female,22.0,1.56,49.0,no,yes,2.0,3.0,Sometimes,no,1.0,yes,2.0,0.0,no,Walking
Female,18.0,1.683,90.924208,yes,yes,2.387426,3.0,Sometimes,no,1.77962,no,0.743005,0.920162,Sometimes,Public_Transportation
Male,24.06894,1.706912,85.743727,yes,yes,2.0,2.994198,Sometimes,no,2.747302,no,0.0,0.799756,Sometimes,Public_Transportation
Male,31.0,1.76,75.0,yes,no,3.0,3.0,Always,no,3.0,yes,3.0,0.0,no,Bike
Male,33.015258,1.73196,84.315608,yes,yes,2.0,3.0,Sometimes,no,2.205911,no,1.293396,0.0,no,Automobile
Male,19.506389,1.824449,87.656029,yes,yes,2.793561,3.788602,Sometimes,no,2.429059,no,2.094542,0.393358,Sometimes,Public_Transportation
Male,22.0,1.74,94.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation
Female,18.177882,1.821566,142.102468,yes,yes,3.0,3.0,Sometimes,no,2.714949,no,1.999773,0.813784,Sometimes,Public_Transportation
Female,26.0,1.64599,111.922491,yes,yes,3.0,3.0,Sometimes,no,2.78678,no,0.0,0.09776,Sometimes,Public_Transportation
Female,26.595893,1.660756,78.574786,yes,yes,2.0,2.597608,Sometimes,no,2.0,no,0.0,0.434198,Frequently,Public_Transportation
Female,20.979254,1.75655,78.721696,yes,yes,2.0,3.0,Sometimes,no,2.813234,no,0.228753,2.0,Frequently,Public_Transportation
Male,22.730414,1.758687,89.673648,yes,yes,2.164062,2.983201,Sometimes,no,2.168904,no,0.752926,0.0,Sometimes,Public_Transportation
Male,22.0,1.7,66.4,yes,no,2.0,3.0,Frequently,no,2.0,no,0.0,0.0,no,Public_Transportation
Female,18.0,1.6,55.0,no,yes,2.0,4.0,Frequently,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation
Female,23.0,1.75,56.0,no,no,3.0,3.0,Frequently,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation
Female,21.0,1.53,65.0,yes,no,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,no,Public_Transportation
Male,24.417552,1.774775,117.398976,yes,yes,2.23372,2.993634,Sometimes,no,2.028368,no,0.863158,0.449886,Sometimes,Public_Transportation
Male,20.0,1.83,85.0,yes,no,3.0,3.0,Sometimes,no,3.0,yes,3.0,0.0,Sometimes,Automobile
Female,17.000433,1.584951,44.411801,no,yes,2.737762,3.0,Sometimes,no,2.310921,no,2.240714,1.59257,Sometimes,Public_Transportation
Female,22.77789,1.661415,120.748213,yes,yes,3.0,3.0,Sometimes,no,1.91039,no,0.217455,0.77582,Sometimes,Public_Transportation
Male,17.0,1.7,98.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Automobile
Female,19.993565,1.792833,152.43563,yes,yes,3.0,3.0,Sometimes,no,2.365188,no,1.256115,0.760091,Sometimes,Public_Transportation
Male,24.82929,1.755967,112.256165,yes,yes,1.369529,3.0,Sometimes,no,2.0,no,1.596576,0.0026,Sometimes,Public_Transportation
Male,21.620245,1.605314,66.621646,yes,yes,2.357496,3.376717,Sometimes,no,2.184843,no,1.358185,0.014885,Sometimes,Public_Transportation
Male,33.749594,1.701387,107.025415,yes,yes,2.561638,2.87747,Sometimes,no,1.0,no,1.980401,0.0,no,Automobile
Female,16.910997,1.74823,49.928447,no,yes,2.494451,3.56544,Sometimes,no,1.491268,no,1.951027,0.956204,Sometimes,Public_Transportation
Female,19.275687,1.623377,82.851318,yes,yes,1.276858,2.918124,Sometimes,no,1.403784,no,0.552511,1.560402,Sometimes,Public_Transportation
Female,19.755797,1.542328,63.856193,no,yes,2.628791,2.762883,Sometimes,no,1.512035,yes,0.303722,0.003229,Sometimes,Public_Transportation
Male,25.0,1.79,72.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation
Male,26.899886,1.812919,119.841446,yes,yes,2.347942,3.0,Sometimes,no,2.730663,no,0.689371,0.188693,Sometimes,Public_Transportation
Female,39.170029,1.688354,79.278896,yes,yes,3.0,3.0,Sometimes,no,2.994515,no,0.0,0.0,no,Automobile
Female,25.612462,1.674515,112.879662,yes,yes,3.0,3.0,Sometimes,no,2.989389,no,0.36009,0.169016,Sometimes,Public_Transportation
Female,21.165574,1.617749,68.908136,yes,yes,1.188089,3.269088,Sometimes,no,2.039535,no,0.779686,1.043108,Sometimes,Public_Transportation
Female,21.028989,1.748524,133.878843,yes,yes,3.0,3.0,Sometimes,no,2.868167,no,1.48372,0.83509,Sometimes,Public_Transportation
Male,23.0,1.791867,90.0,yes,yes,2.067817,3.0,Sometimes,no,1.082084,no,0.0,1.922364,Sometimes,Public_Transportation
Female,23.586058,1.700499,81.108599,yes,yes,2.042762,2.9774,Sometimes,no,1.522426,no,0.501417,1.029135,Sometimes,Public_Transportation
Male,19.97981,1.75336,54.997374,yes,yes,2.0,3.494849,Sometimes,no,2.976672,no,1.94907,2.0,no,Public_Transportation
Female,17.0,1.53,55.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,no,Public_Transportation
Male,23.0,1.799406,106.528811,yes,yes,2.123159,3.0,Sometimes,no,2.415343,no,0.295178,0.569852,Sometimes,Public_Transportation
Female,26.208134,1.7,78.041338,yes,yes,2.784383,3.0,Sometimes,no,2.165605,no,0.855973,0.839659,Frequently,Automobile
Male,22.0,1.64,53.0,no,no,2.0,3.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Public_Transportation
Male,31.315593,1.673352,90.0,yes,yes,2.19011,2.029858,Sometimes,no,2.348981,no,1.946907,0.0,Sometimes,Automobile
Male,31.56724,1.753327,118.26569,yes,yes,2.232836,3.0,Sometimes,no,2.146398,no,0.886817,0.47787,Sometimes,Automobile
Male,22.0,1.74,75.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,1.0,0.0,no,Automobile
Male,21.333429,1.716545,80.005809,yes,yes,2.0,2.783336,Sometimes,no,2.0,no,2.536615,1.206535,no,Public_Transportation
Female,33.954433,1.682253,77.431678,yes,yes,3.0,2.049908,Sometimes,no,1.999882,no,1.637368,0.10724,no,Automobile
Female,26.0,1.62788,104.92057,yes,yes,3.0,3.0,Sometimes,no,2.588107,no,0.0,0.465607,Sometimes,Public_Transportation
Male,18.0,1.784402,108.413119,yes,yes,2.0,2.475444,Sometimes,no,2.655795,no,1.0,0.169879,no,Public_Transportation
Male,18.011718,1.680991,79.752916,yes,yes,2.413156,2.521546,Sometimes,no,1.985312,no,0.00705,0.965464,Sometimes,Public_Transportation
Female,25.902283,1.678658,104.954834,yes,yes,3.0,3.0,Sometimes,no,1.66616,no,0.210351,0.73421,Sometimes,Public_Transportation
Male,29.43879,1.770126,108.602715,yes,yes,3.0,3.0,Sometimes,no,1.163264,no,1.866023,1.604608,Sometimes,Automobile
Male,18.426619,1.777108,57.145917,yes,yes,2.0,3.092116,Sometimes,no,2.426465,no,2.0,1.839862,no,Automobile
Male,22.0,1.65,80.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,3.0,2.0,no,Walking
Female,18.0,1.55,56.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,no,Automobile
Male,21.797388,1.775584,103.605896,yes,yes,2.121909,3.0,Sometimes,no,2.500556,no,1.20758,0.0,no,Public_Transportation
Female,22.142432,1.59611,42.848033,no,no,3.0,2.581015,Frequently,no,2.654702,no,0.902095,0.0,no,Public_Transportation
Male,31.194458,1.726279,110.714711,yes,yes,1.794825,3.914454,Sometimes,no,1.972016,no,0.668963,0.0,no,Automobile
Male,23.237302,1.761008,97.829344,yes,yes,2.0,3.0,Sometimes,no,2.988771,no,2.429923,1.978043,no,Public_Transportation
Male,25.550506,1.77274,114.254278,yes,yes,2.175276,3.0,Sometimes,no,2.128176,no,1.306476,0.079334,Sometimes,Public_Transportation
Female,18.83919,1.624831,69.975607,yes,yes,2.253998,2.752318,Sometimes,no,2.328331,no,0.815509,0.024088,no,Public_Transportation
Male,21.052894,1.694633,75.0522,yes,yes,2.178889,3.563744,Sometimes,no,1.853991,no,0.997731,0.0,Sometimes,Public_Transportation
Male,18.0,1.84,60.0,yes,yes,3.0,4.0,Sometimes,no,2.0,yes,2.0,0.0,Sometimes,Automobile
Female,26.0,1.648143,111.950113,yes,yes,3.0,3.0,Sometimes,no,2.786417,no,0.0,0.079673,Sometimes,Public_Transportation
Female,38.943282,1.554728,63.011645,yes,yes,2.869436,3.0,Sometimes,no,2.972426,no,2.16079,0.305954,Sometimes,Automobile
Female,39.648946,1.572791,80.086524,yes,yes,2.071622,2.977909,Sometimes,no,1.468297,no,0.0,0.0,no,Automobile
Female,25.934757,1.579893,102.134646,yes,yes,3.0,3.0,Sometimes,no,1.005864,no,0.02006,0.695838,Sometimes,Public_Transportation
Male,21.403421,1.716308,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.936551,1.40913,no,Public_Transportation
Male,17.971786,1.754441,85.002884,yes,yes,2.765769,3.0,Sometimes,no,2.845134,no,1.0,0.42683,Sometimes,Public_Transportation
Female,18.94093,1.746411,133.676663,yes,yes,3.0,3.0,Sometimes,no,2.864933,no,1.501647,0.786846,Sometimes,Public_Transportation
